sample_id	start	end	extraction	context
1452681303002861570	91	109	Pancreatitis aguda	" 
🔹Dispepsia y SII
🔹Pancreatitis aguda 
Así que habrá una "
1452681303002861570	74	83	Dispepsia	"orragia digestiva 
🔹Dispepsia y SII
🔹Pancreatitis"
1452681303002861570	51	71	Hemorragia digestiva	"ferencial diarrea 
🔹Hemorragia digestiva 
🔹Dispepsia y SII
🔹"
1452681303002861570	227	230	EII	"to del paciente con EII
🔹Esteatosis hepatic"
1452681303002861570	86	89	SII	"stiva 
🔹Dispepsia y SII
🔹Pancreatitis aguda"
1487206780786593793	34	39	Gripe	" ✅
2° dosis covid ✅
Gripe ✅
Tosferina ✅
Conta"
1487206780786593793	42	51	Tosferina	"sis covid ✅
Gripe ✅
Tosferina ✅
Contacto estrecho"
1487206780786593793	26	31	covid	"is covid ✅
2° dosis covid ✅
Gripe ✅
Tosferina"
1453808988278059019	235	243	diabetis	"!! 
XVIè Congrés @acdiabetis https://t.co/JKF7PD"
1415482362952101889	115	117	DM	tos, hipertenso y o DM  desconocido, malos
1496410500380438528	35	42	autista	 #Autistas #TEA #soyautista #Asperger #autismo 
1208997007194542082	231	237	cancer	"C @aecc_es @actitud_cancer #JuntosXElCáncer 
h"
1435157588946128899	242	249	autista	"les
-zzzzzzzzz 
#soyautista #autismo #Asperger "
1436404110886985733	5	13	Asperger	🔊En @AspergerMadrid te acompañamo
1459251686938071041	5	44	enfermedad pulmonar obstructiva crónica	EPOC enfermedad pulmonar obstructiva crónica. Enfermedad preveni
1459251686938071041	0	4	EPOC	EPOC enfermedad pulmonar
1196437686803939330	67	82	diabetes tipo 1	ersonas que tenemos diabetes tipo 1debemos vacunarnos c
1247891575247519746	54	59	lupus	"
#repost @hablemosdelupus
・・・
El covid19 es u"
1495073211108704258	269	277	diabetES	"a5kuksd

#diabetes #diabetESP https://t.co/QYh6F"
1380977244651261958	107	123	fibrosisquistica	de riesgo como EPOC fibrosisquistica  y demás patologías
1380977244651261958	102	106	EPOC	upos de riesgo como EPOC fibrosisquistica  y
1389238171804782595	63	69	cancer	"sicooncologia
#dolorcancer https://t.co/cdGhk7"
1455944372059615232	207	219	fibromialgia	"de migraña.  #BlogDefibromialgia


"
1450940445677207554	60	73	hipoglucemias	ento ansiedad a las hipoglucemias, al ver las cifras 
1333848184309886986	58	95	Portadora de válvula mecánica aórtica	"edentes:
🔹HTA, DM2
🔹Portadora de válvula mecánica aórtica y marcapasos, antic"
1333848184309886986	53	56	DM2	"antecedentes:
🔹HTA, DM2
🔹Portadora de válvu"
1374005428351295491	195	199	EPOC	(fibrosis pulmonar, EPOC, asma, hipertensión
1374005428351295491	150	176	fermedades respiratorias (	eficaces para las enfermedades respiratorias (fibrosis pulmonar, E
1374005428351295491	178	195	brosis pulmonar, 	es respiratorias (fibrosis pulmonar, EPOC, asma, hiperten
1265237956182319104	142	160	esclerosismultiple	"nscripciones: ademo@esclerosismultiplehuelva.org
Más infor"
1303846586997374977	27	59	-Enfermedad crónico degenerativa	"nsión Arterial-HTA💚
-Enfermedad crónico degenerativa caracterizada por e"
1303846586997374977	22	25	HTA	"pertensión Arterial-HTA💚
-Enfermedad crónic"
1452233635877244934	36	45	Psoriasis	"el‼️
La asociación @PsoriasisEnRed ha lanzado una"
1190566988705411072	152	160	obesidad	" 
#BPSO 
#prevencionobesidad 
@BpsoAraba @OSIAra"
1275783840833900544	250	258	diabetES	enen un referente. #diabetESP https://t.co/vxWdu
1361783346171240448	173	176	AME	" raras
#NoEstanSolosAMEH, #RareDisease http"
1255988269864583168	139	165	Fatiga  precoz  y  crónica	"algia
Esclerodermia
Fatiga  precoz  y  crónica
Estrés  postraumáti"
1255988269864583168	125	138	Esclerodermia	"lmonar
Fibromialgia
Esclerodermia
Fatiga  precoz  y  "
1255988269864583168	200	225	Alteraciones  en la  piel	"umático cronificado
Alteraciones  en la  piel  y  un largo etc.

"
1255988269864583168	166	199	Estrés  postraumático cronificado	" precoz  y  crónica
Estrés  postraumático cronificado
Alteraciones  en la"
1255988269864583168	28	31	s p	años después seguimos padeciendo graves  se
1255988269864583168	112	124	Fibromialgia	"pertensión pulmonar
Fibromialgia
Esclerodermia
Fatig"
1255988269864583168	139	153	Fatiga  precoz	"algia
Esclerodermia
Fatiga  precoz  y  crónica
Estrés "
1255988269864583168	90	111	Hipertensión pulmonar	"s  graves  y raras:
Hipertensión pulmonar
Fibromialgia
Escler"
1494118163503583232	267	275	diabetES	"668QQJB

#diabetes #diabetESP https://t.co/UXHyI"
1258709499017338880	162	169	Alergia	"://t.co/89AC9JTMUh
#AlergiayCovid #EsteVirusLoP"
1315906364095557632	37	51	a medicamentos	"njutivitis, alergia
a medicamentos, intolerancias... A"
1315906364095557632	29	36	alergia	"asma, conjutivitis, alergia
a medicamentos, int"
1094167703160524801	232	238	cáncer	cia  #unidoscontraelcáncer #CongresoCVaecc htt
1493340538996670465	270	278	diabetES	"yVccpX1

#diabetes #diabetESP https://t.co/4MWKo"
1410227005560328192	231	234	TCA	ia #vigorexia #delosTCAsesale #recuperacion
1457015028218007553	38	46	Diabetes	 cuenta de la @FEDE_Diabetes Uno de los principa
1400077626698616836	205	208	VIH	realizamos tests de VIH Hepatitis B y Sífil
1400077626698616836	209	220	Hepatitis B	"izamos tests de VIH Hepatitis B y Sífilis. 
Junto a"
1487167536810631169	1	9	covid19c	#covid19casos  COVID19 NO ES 
1442916276435701761	227	234	autista	"tuallyAutistic 
#soyautista


"
1496448915134111744	107	119	Paraplejicos	"🖊️@lobera_marta 
@HNParaplejicos #15añosdeInfomédula"
1387173757903638530	271	279	ssjogren	 grandes aliados💪@aessjogren https://t.co/xqcBQn
1459068519933526039	250	258	Diabetes	aCuando #WDD2021 @SEDiabetes @HospitalSantPau ht
1475911414166573058	164	181	Obesidad primaria	"na gran división...
Obesidad primaria
Obesidad secundaria"
1475911414166573058	182	201	Obesidad secundaria	".
Obesidad primaria
Obesidad secundaria
Lo mismo pasa con L"
1426246604173021195	68	80	Hipertensión	"es
Diabetes tipo II
Hipertensión
Me vacune del COVID"
1426246604173021195	51	67	Diabetes tipo II	"on inmunodepresores
Diabetes tipo II
Hipertensión
Me vac"
1454855779849228289	109	117	diabetes	"s alguna más?
#queladiabetesnotepare #diabetesp "
1230896319851569154	225	231	cáncer	ngresodepacientesconcánceryfamiliares AsturCán
1448547876662128642	232	244	piediabetico	"o/z4KktHP0pR #traselpiediabetico


"
1440411769269198849	152	160	diabetES	r. @aarp #diabetes #diabetESP https://t.co/106UP
1280936687795712003	144	157	endometriosis	lvianocronico #tengoendometriosis #meduelelaregla #gi
1394675402241724424	211	216	ictus	"arte.
#mws_tgn #codiictusfilm #ictus #animaci"
1375789358037540864	222	225	TLP	está ayudando, @AMAITLP (con la ayuda econó
1448174103559655424	251	260	alzheimer	"r #ceroomisionesceroalzheimer


"
1302658159794884609	260	272	fibromialgia	" complicado. #BlogDefibromialgia


"
1446074198959472640	31	35	epoc	cientes de EPOC (@apepoc_es) ya no pueden má
1441121445505953794	142	150	diabetES	TIMESNOW #diabetes #diabetESP https://t.co/4iCeF
1489475771743850497	121	127	CANCER	" #DIAMUNDIALCONTRAELCANCER
https://t.co/20U2Da"
1496171191744315401	3	26	EOSINOFILIAS PULMONARES	"2- EOSINOFILIAS PULMONARES 🫁
Atopia-asma: caus"
1496171191744315401	29	35	Atopia	"FILIAS PULMONARES 🫁
Atopia-asma: causa más fre"
1493110275075100675	269	277	diabetES	"Rsrrqal

#diabetes #diabetESP https://t.co/V4ZcE"
1388107020159569921	87	94	COVID19	"ID19 #Crisis
#VacunaCOVID19
@ftaadcee_ab @uclm_"
1349822957825224705	271	279	suicidio	 para #prevencióndelsuicidio https://t.co/ONejyo
1453287532305780748	195	198	DAH	entes con TDAH (AFNADAH) @AfnadahG @afnadah
1453287532305780748	205	208	dah	TDAH (AFNADAH) @AfnadahG @afnadah https://t
1453287532305780748	215	218	dah	DAH) @AfnadahG @afnadah https://t.co/2Q4EAX
1494159685649412100	270	278	diabetES	"sOsIsaW

#diabetes #diabetESP https://t.co/fGW8l"
1314926991980793859	247	256	Alzheimer	 neurodegenerativas Alzheimer.#SalirdelaSombra ht
1314926991980793859	215	246	enfermedades neurodegenerativas	, ansiedad, etc., o enfermedades neurodegenerativas Alzheimer.#Salirdel
1479350855560273920	270	278	diabetES	"fuKu8NS

#diabetes #diabetESP https://t.co/x6BDE"
1467891848064679936	13	23	Neumonía 🫁	Manejo de la Neumonía 🫁 en Pacientes Crític
1376175555658256387	222	228	cancer	"😢😢
#enmarchacontraelcancer Sobre todo #enmarch"
1376175555658256387	267	273	cancer	"haporlospacientesconcancer


"
1451140607468998663	87	96	epilepsia	"ita en personas con epilepsia. 
No hay explicació"
1380207378839257088	21	50	🅐lergia a alimentos 🅥egetales	"AVEx
🅓iálogos sobre 🅐lergia a alimentos 🅥egetales desde 🅔🅧tremadura.
"
1370367215015505938	8	17	Psoriasis	El GPA @PsoriasisAtlas llevó a cabo l
1493480207306706944	267	275	diabetES	"W5Rb14c

#diabetes #diabetESP https://t.co/lYHky"
1489619736279326726	221	227	cáncer	"otivos del #cáncer
#cáncerday2022
#noalcopagof"
1176051323265003520	67	71	DMAE	 Asociada a la Edad DMAE? https://t.co/1IFrq
1176051323265003520	27	66	Degeneración Macular Asociada a la Edad	é una persona tiene Degeneración Macular Asociada a la Edad DMAE? https://t.co/
1448386820279054346	92	103	Inflamación	"al
Estrés oxidativo
Inflamación 
Trombosis 
Disfunc"
1448386820279054346	75	91	Estrés oxidativo	"vación neurohumoral
Estrés oxidativo
Inflamación 
Trombo"
1448386820279054346	105	114	Trombosis	"dativo
Inflamación 
Trombosis 
Disfunción endotel"
1144065562240327681	248	262	cancerdepulmón	" esto significa. #Elcancerdepulmónimporta


"
1280205969130246146	180	187	autismo	" (ADANSI). 
@adansi_autismo
#autismo 
#gastando"
1493759564340252672	268	276	diabetES	"K3ppUMp

#diabetes #diabetESP https://t.co/msPJw"
1431327461787197440	153	161	leucemia	"nmil #leucemia
#fuckleucemia
 (equivalen a 16” d"
1332802779908345857	126	133	Varices	"
Piernas hinchadas 
Varices
Hipertensión 
Osteo"
1332802779908345857	161	170	Cataratas	"nsión 
Osteoporosis
Cataratas
Artritis
Deficienci"
1332802779908345857	134	146	Hipertensión	" hinchadas 
Varices
Hipertensión 
Osteoporosis
Catar"
1332802779908345857	171	179	Artritis	"eoporosis
Cataratas
Artritis
Deficiencia de hier"
1332802779908345857	180	201	Deficiencia de hierro	"
Cataratas
Artritis
Deficiencia de hierro
#Insuficiencia Rena"
1332802779908345857	148	160	Osteoporosis	"rices
Hipertensión 
Osteoporosis
Cataratas
Artritis
"
1201746962137128960	213	223	meningitis	"mplantecoclear
@stopmeningitis https://t.co/wfraeI"
1473298604903346178	130	140	cicatrices	" como cuidarnos
#lascicatricesnoduelen #trauma #em"
1484976661313556485	212	224	piediabetico	o/RzRrLL2zlF #traselpiediabetico https://t.co/GjkxD9
1334246033635893249	16	19	𝗔𝗖𝗩	¡STREAMING! El #𝗔𝗖𝗩 no tuvo cuarentena.
1227510090435121152	178	189	gliomatosis	"almente agresivo. ⁦@gliomatosisCER⁩
 #cáncer  #comu"
1491091504152322049	189	195	Cáncer	"ermedad precoz""
#RevCáncer22 #RevisionesEnCanc"
1142482773455900677	165	205	⁦@mautesaravia⁩  https://t.co/75FjHKNJBY	"10⁩ 
⁦@SylviaFojo⁩ 
⁦@mautesaravia⁩  https://t.co/75FjHKNJBY


"
1390570620212101120	175	180	Lupus	ra @hospitalclinic @LupusAcleg  y #MªEugeniaG
1390570620212101120	207	212	Lupus	"y #MªEugeniaGarcía @LupusMalaga 
🎧 Lunes, de "
1401281239953313797	36	42	cancer	la petición de @criscancer porque me parece im
1494601356241514496	186	194	diabetES	"As58BHq

#diabetes #diabetESP https://t.co/x0g03"
1135907458768101378	265	277	fibromialgia	"depresión. #vivirconfibromialgia


"
1167965294993772544	39	42	SXF	ndrome del X frágil SXF? El SXF es una enfe
1167965294993772544	17	38	síndrome del X frágil	¿Sabes qué es el síndrome del X frágil SXF? El SXF es una 
1097956017470615553	99	116	enfermedadesraras	"Raras
#yoinvestigoenenfermedadesraras 
#sinciencianohayfu"
1495205330678132742	270	278	diabetES	"9Z9TmeX

#diabetes #diabetESP https://t.co/H8TEe"
1477373165181538308	246	251	asmas	cer papiloma humano asmas alergias @omarmaluk
1477373165181538308	223	229	cancer	 leucemias diabetes cancer papiloma humano asm
1477373165181538308	200	203	vih	controlamos curamos vih leucemias diabetes 
1477373165181538308	214	222	diabetes	ramos vih leucemias diabetes cancer papiloma hum
1477373165181538308	252	260	alergias	piloma humano asmas alergias @omarmaluk https://
1477373165181538308	204	213	leucemias	rolamos curamos vih leucemias diabetes cancer pap
1317855451736834051	80	88	Artritis	) de la mano de @ConArtritis para charlar sobre 
1185202732526985216	139	147	artritis	"emas.
#artritis
#conartritis
#PacienteActivo htt"
1452319362795311110	270	277	COVID19	ebate #gripe #VacunaCOVID19 https://t.co/ForE6H
1161317392158511105	159	168	psoriasis	, yo lo soy. @accionpsoriasis #destápate19 #psori
1118244868034322432	155	169	WolfHirschhorn	"labraSWH 
#FundacionWolfHirschhornÓ4p- https://t.co/nJ"
1378750842434621441	190	193	TEA	"sta y tiene un hijo TEA
Ansiedad en Adultos"
1378750842434621441	194	221	Ansiedad en Adultos con TEA	"y tiene un hijo TEA
Ansiedad en Adultos con TEA https://t.co/Nud0DH"
1450375966828765186	75	81	Cancer	ramos con la @ContraCancerEs en la lucha contr
1298565865294700545	186	191	covid	ogía #pacientes #eracovid #COVID19 #enfermeda
1150115522006212609	30	48	Sinisa #Mihajlovic	"Italiano en shock …
Sinisa #Mihajlovic (50) anuncia tener "
1150115522006212609	22	29	shock …	" Fútbol Italiano en shock …
Sinisa #Mihajlovic "
1262430108842950656	5	20	Diabetes tipo 2	"HTA 
Diabetes tipo 2 en hiperglicemia
Ma"
1262430108842950656	24	37	hiperglicemia	"
Diabetes tipo 2 en hiperglicemia
Malaria por plasmod"
1262430108842950656	0	3	HTA	"HTA 
Diabetes tipo 2 en"
1262430108842950656	38	66	Malaria por plasmodium vivax	" 2 en hiperglicemia
Malaria por plasmodium vivax
Caso de covid 19 mo"
1114182344590667776	131	144	esquizofrenia	"es diagnosticado de esquizofrenia fuma!!!
Pero por qu"
1114182344590667776	145	149	fuma	"do de esquizofrenia fuma!!!
Pero por qué??? "
1489926060049321984	193	199	Cancer	"lámaloCáncer
@ContraCancerEs 💚 https://t.co/s9"
1312096145682894855	89	97	Artritis	" de difusión de @ConArtritis #caminAR 
¡Las enfe"
1462877038503727108	106	121	Calcificaciones	"es como... 
      🏹 Calcificaciones
      🏹 Miositis os"
1462877038503727108	158	183	Trombosis venosa profunda	" osificante
      🏹 Trombosis venosa profunda


"
1462877038503727108	130	149	Miositis osificante	"ificaciones
      🏹 Miositis osificante
      🏹 Trombosis v"
1385513796677083136	173	181	diabetES	esCardiovasculares #diabetESP #DM2 #DiabetesGest
1378864101695221761	104	123	Sangrado por uremia	"ditis o pleuritis
✅ Sangrado por uremia
✅ Sobrecarga de vol"
1378864101695221761	174	197	Hipertensión resistente	"ente a diuréticos
✅ Hipertensión resistente a fármacos


"
1378864101695221761	126	171	Sobrecarga de volumen resistente a diuréticos	"ngrado por uremia
✅ Sobrecarga de volumen resistente a diuréticos
✅ Hipertensión resi"
1378864101695221761	40	74	Encefalopatía o neuropatía urémica	"isis en #CKD #ERC
✅ Encefalopatía o neuropatía urémica
✅ Pericarditis o pl"
1378864101695221761	92	101	pleuritis	"ca
✅ Pericarditis o pleuritis
✅ Sangrado por urem"
1378864101695221761	34	37	ERC	"e diálisis en #CKD #ERC
✅ Encefalopatía o n"
1378864101695221761	77	89	Pericarditis	"europatía urémica
✅ Pericarditis o pleuritis
✅ Sangr"
1481208147507396609	67	74	Burnout	se por el Trabajo ('Burnout') ya está considera
1374679565747036161	215	223	diabetES	"s.
[Sigue leyendo]
#diabetESP https://t.co/fW9v5"
1492261921646649351	72	96	Encéfalomelitis MIALGICA	entes, fibromialgia Encéfalomelitis MIALGICA, Esclerosis Múltipl
1492261921646649351	59	71	fibromialgia	"s"" poco frecuentes, fibromialgia Encéfalomelitis MIA"
1436306089579106307	202	209	Infarto	"iopatía isquémica
➤ Infarto
➤ Infección de las "
1436306089579106307	212	247	Infección de las vías respiratorias	"quémica
➤ Infarto
➤ Infección de las vías respiratorias
➤ O cáncer de pulmó"
1436306089579106307	178	199	Cardiopatía isquémica	"os de otras como:
➤ Cardiopatía isquémica
➤ Infarto
➤ Infecci"
1107948351302107136	25	38	endometriosis	fica campaña #thisisendometriosis, en la que las muje
1390317041140240388	244	252	Diabetes	" complicaciones
@IntDiabetesFed  https://t.co/bT"
1469817867591954441	175	183	rubéola…	" de polio, tétanos, rubéola…
https://t.co/yz9Hza"
1494261627042119680	269	277	diabetES	"6KUO2N3

#diabetes #diabetESP https://t.co/ngaZ9"
1279640599679905792	29	62	lesiones crónicas por el COVID-19	 evaluarse posibles lesiones crónicas por el COVID-19                    
1279640599679905792	137	223	Problemas físicos, neurológicos y cognitivos: las inesperadas secuelas del coronavirus	"                   
Problemas físicos, neurológicos y cognitivos: las inesperadas secuelas del coronavirus en pacientes recupe"
1380833338416566275	219	226	Autismo	 @gencat @salutcat @Autismo_Espana @FedCatAutis
1407344797057228801	122	130	diabetES	diabeTIC #diabetes #diabetESP #dragonball #freez
1451103816326254594	148	156	diabetES	diabeTIC #diabetes #diabetESP https://t.co/HvQrr
1123561027520438272	140	149	epilepsia	udemos #crisis #rd #epilepsiamd en Santo Domingo,
1494688179714248706	270	278	diabetES	"OD7GKQh

#diabetes #diabetESP https://t.co/BAF9D"
1448006061026279428	47	55	artritis	" 🤚
•••••
#diamundialartritis #artritis #discapac"
1397853042742022145	90	98	celiacos	cia. Gracias a @FACEceliacos he aprendido que es
1337139179617185794	102	110	diabetes	tes #diabetestipo1 #diabetesbien #lowcarb #keto 
1448543242434273284	165	170	COVID	rto juvenil tras el COVID. No te lo pierdas h
1131852075070042113	245	254	Epilepsia	"delaEpilepsia @ApiceEpilepsia


"
1371027960900239361	128	137	Psoriasis	"️ en pacientes con #Psoriasis
➡️Espero que sea de"
1371027960900239361	138	146	➡️Espero	"ntes con #Psoriasis
➡️Espero que sea de utilidad"
1371027960900239361	213	222	psoriasis	"aen
#COVID19 @accionpsoriasis
https://t.co/nYqVi6"
1496214937638735879	84	94	tabaquismo	bolia provocada por tabaquismo y alcoholismo. Lo q
1496214937638735879	97	108	alcoholismo	da por tabaquismo y alcoholismo. Lo que pasa es que
1190668553470513155	255	274	hemiparesiainfantil	ones #corriendoporlahemiparesiainfantil https://t.co/PMXccb
1247319021399224320	217	226	Parkinson	ittee (HPAC) de la @ParkinsonDotOrg https://t.co/
1493374513828016132	270	278	diabetES	"TrmPU2U

#diabetes #diabetESP https://t.co/mOfuk"
1494457900076617739	270	278	diabetES	"gbbXl3T

#diabetes #diabetESP https://t.co/8t9rR"
1215237073382395904	164	169	fumar	"er #alcohol #dejardefumar
#desintoxicacion #a"
1279066271372492800	189	196	COVID19	"ada
#RecomendacionesCOVID19 https://t.co/WZSXv3"
1132977897109708801	252	257	lupus	ible @equipo_eas @Felupus #lupus https://t.co
1431649530081157125	218	230	piediabetico	"o/pK8gJT1PCG
#traselpiediabetico


"
1248195990659780608	176	183	COVID19	EnCasa #SaludMentalyCOVID19 https://t.co/HrcgCF
1128300555468562432	185	191	Cancer	er  @MUCAM_AC @MxSinCancer https://t.co/3uGYWx
1457031272262373378	257	269	piediabetico	"o/N8HUZrcsVl #traselpiediabetico


"
1260135610293137408	233	236	ERC	"iálisis 
#EnfermerasERCA
https://t.co/bNZc8"
1104461280713281538	0	13	Síndrome Rett	Síndrome Rett✔️Trastorno del desa
1104461280713281538	15	60	Trastorno del desarrollo neurológico infantil	Síndrome Rett✔️Trastorno del desarrollo neurológico infantil: evolución inicial 
1486272745394651140	110	118	diabetes	Diabetes Positive (@diabetespositive en Instagra
1444150729594257412	9	17	diabetes	Gracias @diabetes_CERO por esta entre
1460646627090305033	237	245	diabetes	 #diabetesmellitus #diabetest… https://t.co/5uNp
1194346930312228864	142	152	año renal,	año a los nervios, daño renal, daño ocular, enferm
1194346930312228864	154	165	año ocular,	rvios, daño renal, daño ocular, enfermedades de la 
1194346930312228864	122	140	año a los nervios,	 cardiovasculares, daño a los nervios, daño renal, daño oc
1194346930312228864	91	120	nfermedades cardiovasculares,	ones. Entre ellas: enfermedades cardiovasculares, daño a los nervios,
1194346930312228864	213	222	epresión.	"terioro auditivo y depresión.
Consulte con nuestr"
1194346930312228864	167	190	nfermedades de la piel,	enal, daño ocular, enfermedades de la piel, deterioro auditivo 
1194346930312228864	7	15	iabetes 	Si la diabetes no se trata adecuada
1194346930312228864	192	210	eterioro auditivo 	"edades de la piel, deterioro auditivo y depresión.
Consult"
1439548122619916288	122	143	Diabetic ketoacidosis	 en #diabetes tipo2 Diabetic ketoacidosis risk during the COV
1439548122619916288	107	121	diabetes tipo2	rprendentemente en #diabetes tipo2 Diabetic ketoacidos
1286393729625006080	245	247	fq	"movido. Sí a la #leyfq #Fibrosisquistica

"
1480965068892295169	125	130	covid	ción entre dengue y covid. Ya estamos en époc
1480965068892295169	116	122	dengue	ble infección entre dengue y covid. Ya estamos
1480965068892295169	53	58	covid	omitante de gripe y covid, pero lo que a mí p
1480965068892295169	45	50	gripe	ión concomitante de gripe y covid, pero lo qu
1369935981797838848	3	27	retinopatía en #diabetES	La retinopatía en #diabetESP tiene su origen en
1351936919626768388	140	142	EM	"EsclerosisMúltiple #EMGregorioMarañon


"
1352986017230422018	245	254	demencia😊	"ro cognitivo leve y demencia😊
Buen finde 🙌


"
1417942652599812099	70	78	autisimo	"es 
#TEA
#hablemosdeautisimo
#autismo https://t."
1493256119711584262	223	233	Epilepsia⁩	ngeliniFarmaES⁩ ⁦@SEEpilepsia⁩ ⁦ https://t.co/8aMw
1493256119711584262	189	198	epilepsia	"a #epilepsia 
⁦@fedeepilepsia⁩ ⁦@AngeliniFarmaES⁩"
1381874635608850432	118	129	Sarcoidosis	"spana
#Sarcoidosis
#Sarcoidosisawareness
#Enfermeda"
1485681751481413633	241	251	Tabaquismo	"repeso u obesidad
▪ Tabaquismo
.
@silviafbarrio 
👇"
1485681751481413633	230	238	obesidad	"iasis
▪ Sobrepeso u obesidad
▪ Tabaquismo
.
@sil"
1262117448322551809	99	108	epilepsia	"federacionespañoladeepilepsia
@facedeguerrerospur"
1289226710508924928	39	51	fibromialgia	"onio #fibromialgia #fibromialgiaevolucion 
En este v"
1289226710508924928	1	13	fibromialgia	#fibromialgiatestimonio #fibromia
1493619877294268416	264	272	diabetES	"bHjfIdL

#diabetes #diabetESP https://t.co/vIOhI"
1325473745797050377	163	171	diabetes	la Directiva de Fenadiabetes. La inscripción es 
1136252488854712322	156	164	Dislexia	emas de aprendizaje Dislexia , crianza , autismo
1136252488854712322	131	155	problemas de aprendizaje	uctas y emociones , problemas de aprendizaje Dislexia , crianza 
1480150243912081412	141	157	neumonia atipica	onias normales y la neumonia atipica2 que es el Sindrome
1315668172838776832	268	276	artritis	itis #diamundialdelaartritis https://t.co/czpBCq
1442455496275886086	196	208	espondilitis	"itis #espondilitis
#espondilitisespaña #espondilitis"
1246020483079946240	68	78	discafobia	"aMundialAutismo
stopdiscafobia
AnaSalasChacon http"
1169591613267554304	200	225	cardiopatías isquémicas 👇	"rrames cerebrales y cardiopatías isquémicas 👇
https://t.co/Fhp3rC"
1398314709963657220	101	126	miocardiopatías arritmias	"                   
miocardiopatías arritmias
afectación en el si"
1398314709963657220	127	174	afectación en el sistema de conducción cardiaco	"diopatías arritmias
afectación en el sistema de conducción cardiaco
#melas #mitochondri"
1477694293343154183	73	78	gripe	"ea de coronavirus y gripe: Flurona
A veces pa"
1438562190706024451	95	104	mucositis	ma induced rash and mucositis). Sobre todo en jóv
1328770949429276672	238	259	adicción como alcohol	o sabemos q es otra adicción como alcohol, drogas, ludopatia 
1328770949429276672	259	267	, drogas	dicción como alcohol, drogas, ludopatia https://
1130940693789196288	199	222	nfecciones recurrentes.	" pacientes padecen infecciones recurrentes.
https://t.co/lwS67i"
1130940693789196288	4	36	nfermedad Granulomatosa Crónica 	La Enfermedad Granulomatosa Crónica es una inmunodeficie
1130940693789196288	44	61	nmunodeficiencia 	osa Crónica es una inmunodeficiencia en la que los fagoci
1417904475206037509	133	159	Síndrome De Fatiga Crónica	omielitis Miálgica/ Síndrome De Fatiga Crónica.Fuera de España nue
1417904475206037509	106	132	Encéfalomielitis Miálgica/	ros los enfermos de Encéfalomielitis Miálgica/ Síndrome De Fatiga 
1442761305954394112	95	104	Arritmias	"rtensión arterial
🔸 Arritmias
🔸 Anemia
🔸 Hipertro"
1442761305954394112	116	139	Hipertrofia del corazón	"rritmias
🔸 Anemia
🔸 Hipertrofia del corazón
Descubre cómo detec"
1442761305954394112	107	113	Anemia	"erial
🔸 Arritmias
🔸 Anemia
🔸 Hipertrofia del c"
1442761305954394112	71	92	Hipertensión arterial	"ignos y síntomas:
🔸 Hipertensión arterial
🔸 Arritmias
🔸 Anemi"
1110143010405261312	104	112	DiabetES	tis y mi diabetes. #DiabetESP  #diabetes  https:
1446566064456798209	182	188	hernia	"🩺
#hernia #cirugíadehernia #cirujanoscdmx http"
1459889440898404367	170	177	Autista	"apugavalera
@AnonimoAutista
#autismo
#autismacc"
1380838940320669700	197	204	COVID19	ueridos para #VacunaCOVID19 https://t.co/VR9Gf0
1468913075948511233	221	233	piediabetico	o/xMqNdRc14p #traselpiediabetico https://t.co/UDN8Pr
1187629488085049349	101	136	enfermedades inflamatorias biliares	hacer visibles tres enfermedades inflamatorias biliares CBP, CEP y HA, y HA
1187629488085049349	137	140	CBP	lamatorias biliares CBP, CEP y HA, y HAI. Á
1494618998645870594	145	157	piediabetico	abético #23” #traselpiediabetico #covid #covid19 htt
1144534400882712576	217	225	diabetES	"sPxzMLMt
#diabetes #diabetESP #diabetestipo1 htt"
1452969658001285120	43	55	traumatismo…	mor, un derrame, un traumatismo… El Daño Cerebral Ad
1272829026923696129	58	67	Sinusitis	"✅ El #Bruxismo
✅ La Sinusitis
✅ ATM (Trastornos e"
1272829026923696129	70	73	ATM	"mo
✅ La Sinusitis
✅ ATM (Trastornos en la a"
1486398523260162050	96	102	gripe…	umonía, bronquitis, gripe…) y las patologías c
1473396913500213252	144	151	covid19	 tres dosis (#vacunacovid19)esta actualmente en
1396727260057636868	213	219	afasia	"adora del canal @HQTafasia #gratuito 
Inscripc"
1226587309363036160	121	130	epilepsia	dravet @naibcn @fedeepilepsia @mar_de_somnis por 
1226587309363036160	101	107	dravet	"psia 
gracias @apoyodravet @naibcn @fedeepilep"
1361277691354357761	126	134	diabetES	"sotros! 
#diabetes #diabetESP #DM2 https://t.co/"
1134552471156744192	175	191	Cáncer de pulmón	"tas consecuencias:
✅Cáncer de pulmón
✅Enfermedades respi"
1134552471156744192	229	242	✅Tuberculosis	"piratorias crónicas
✅Tuberculosis
✅Contaminación del "
1134552471156744192	193	228	Enfermedades respiratorias crónicas	"
✅Cáncer de pulmón
✅Enfermedades respiratorias crónicas
✅Tuberculosis
✅Cont"
1396149133682036738	154	160	dravet	dravetcolombia #curadravet #juntosvivimoseldra
1396149133682036738	177	183	dravet	vet #juntosvivimoseldravet #epilepsia #dravets
1220668621833240577	123	131	Diabetes	iabetes Madrid por @DiabetesMadrid https://t.co/
1495126057049108489	268	276	diabetES	"YYt2mpT

#diabetes #diabetESP https://t.co/7r1YF"
1265464330436390917	5	8	TEA	PictoTEA es una aplicacion p
